Employee_ID,Department,Expense_Type,Amount,Status
E7647,Sales,Meals,42517,Rejected
E8203,Operations,Meals,41136,Rejected
E5876,HR,Meals,39503,Rejected
E8182,Sales,Meals,38944,Approved
E3061,Finance,Internet,17448,Approved
E4912,Operations,Travel,16060,Approved
E4033,IT,Training,17607,Rejected
E5907,HR,Internet,9322,Rejected
E4946,IT,Meals,29183,Rejected
E6328,Sales,Meals,12389,Rejected
E1596,HR,Meals,18000,Rejected
E6210,HR,Training,13666,Pending
E9672,Sales,Meals,43525,Approved
E8526,Sales,Internet,11966,Approved
E7153,IT,Internet,37129,Pending
E4981,Sales,Internet,24715,Rejected
E6412,IT,Training,21848,Pending
E3703,Operations,Internet,48022,Pending
E8096,Operations,Meals,20003,Pending
E4840,Finance,Training,37610,Rejected
E4235,IT,Meals,13515,Rejected
E3056,HR,Meals,47098,Rejected
E3939,Sales,Meals,22595,Pending
E4013,Sales,Internet,45412,Rejected
E9266,Finance,Internet,3955,Rejected
E2419,Sales,Internet,30080,Rejected
E3747,Operations,Training,17815,Pending
E6818,HR,Training,3511,Pending
E2642,IT,Travel,35843,Rejected
E2740,IT,Travel,15838,Approved
E7120,IT,Travel,44261,Pending
E3156,HR,Internet,33172,Rejected
E8866,Sales,Training,5691,Pending
E7298,Finance,Travel,20547,Approved
E3116,Sales,Travel,8456,Pending
E6530,IT,Meals,11828,Rejected
E3438,HR,Internet,24841,Pending
E6726,Sales,Travel,24764,Approved
E2485,Operations,Training,43108,Approved
E1860,Operations,Meals,11997,Pending
E3108,IT,Training,39173,Approved
E5882,Operations,Training,22305,Approved
E5651,Sales,Travel,7449,Pending
E2960,HR,Internet,34363,Approved
E7294,HR,Travel,39600,Pending
E3279,Sales,Training,39604,Approved
E4673,HR,Internet,37143,Pending
E1036,Sales,Internet,7774,Rejected
E5535,Sales,Internet,10723,Rejected
E8855,Operations,Internet,16105,Rejected
E3755,Sales,Travel,5685,Rejected
E1651,Sales,Meals,539,Approved
E6985,Sales,Internet,2190,Approved
E4184,IT,Training,27228,Rejected
E4300,HR,Internet,17286,Rejected
E2055,IT,Training,25569,Approved
E1787,HR,Meals,9580,Approved
E2057,Operations,Internet,35964,Approved
E4351,IT,Internet,28389,Pending
E3980,Finance,Travel,48161,Approved
E2931,Operations,Internet,37122,Pending
E2272,Sales,Internet,25114,Approved
E1632,Operations,Travel,13896,Pending
E2525,Operations,Travel,20326,Rejected
E1766,Finance,Meals,4992,Rejected
E2669,Operations,Travel,46533,Approved
E3107,IT,Travel,28920,Rejected
E3586,Sales,Internet,40153,Approved
E7837,Finance,Meals,49057,Rejected
E9556,HR,Internet,37607,Pending
E6930,Operations,Internet,34963,Approved
E4326,Operations,Travel,2098,Approved
E9654,HR,Internet,28064,Approved
E4608,Sales,Training,17746,Approved
E4744,IT,Travel,46175,Rejected
E7964,IT,Travel,22474,Pending
E7251,Sales,Meals,20075,Approved
E4955,Operations,Travel,37642,Pending
E9617,IT,Training,33724,Rejected
E4297,HR,Travel,47418,Approved
E3161,HR,Meals,29450,Pending
E4613,HR,Travel,25125,Approved
E9109,Finance,Internet,37509,Rejected
E4647,HR,Meals,5329,Approved
E6324,Finance,Travel,49434,Pending
E9235,Finance,Internet,21910,Rejected
E9552,IT,Travel,17382,Approved
E8335,IT,Travel,29533,Approved
E3225,IT,Travel,7524,Approved
E1020,IT,Meals,16080,Pending
E5633,Operations,Travel,46383,Approved
E9890,HR,Travel,38506,Pending
E5663,IT,Meals,38622,Rejected
E4240,HR,Internet,33780,Rejected
E1255,HR,Meals,31466,Pending
E8540,HR,Meals,34164,Pending
E2647,IT,Travel,12105,Pending
E6946,HR,Internet,12202,Pending
E2467,Operations,Internet,31880,Pending
E9426,Operations,Meals,26621,Approved
E4583,Operations,Training,36124,Pending
E9723,Operations,Travel,31152,Pending
E6628,HR,Meals,11661,Approved
E8524,HR,Training,39945,Pending
E6270,Finance,Travel,12409,Pending
E5719,Sales,Travel,15626,Pending
E1651,Sales,Meals,2130,Rejected
E6389,Finance,Internet,42973,Pending
E7529,Finance,Internet,42470,Approved
E7200,Operations,Meals,46919,Approved
E3212,Finance,Travel,6813,Approved
E5723,IT,Meals,42788,Approved
E9606,Operations,Meals,3138,Approved
E6674,Operations,Training,23100,Rejected
E2155,Operations,Training,10531,Rejected
E9068,Finance,Internet,47662,Rejected
E3943,Finance,Meals,29592,Pending
E8769,HR,Travel,8802,Rejected
E6865,Operations,Training,32216,Pending
E7354,Sales,Training,14803,Approved
E7878,IT,Internet,38931,Approved
E4338,Operations,Training,5817,Approved
E1137,Operations,Meals,7529,Approved
E9571,IT,Internet,15590,Pending
E3389,IT,Training,29665,Rejected
E8743,Finance,Meals,3202,Rejected
E2012,IT,Travel,1657,Rejected
E2466,Operations,Meals,35469,Rejected
E5564,Finance,Travel,30146,Pending
E8586,Operations,Travel,42407,Pending
E5988,Sales,Training,23793,Approved
E7473,Sales,Internet,13051,Pending
E2257,Sales,Meals,19082,Rejected
E5864,HR,Travel,6263,Pending
E6156,Operations,Internet,17664,Approved
E5810,HR,Training,49037,Rejected
E1908,Sales,Training,9220,Rejected
E6852,HR,Travel,17286,Pending
E5651,IT,Training,26892,Rejected
E4897,Finance,Travel,26296,Rejected
E4428,IT,Training,48530,Approved
E9803,Sales,Travel,29897,Rejected
E8581,Finance,Meals,34963,Pending
E1529,IT,Travel,48850,Rejected
E8989,IT,Training,16768,Pending
E6256,HR,Training,25076,Rejected
E6702,Sales,Training,31829,Rejected
E2669,Finance,Meals,5505,Pending
E6523,HR,Training,32049,Approved
E5343,Operations,Travel,43831,Rejected
E6425,Operations,Internet,47163,Approved
E7852,Sales,Internet,24876,Rejected
E4975,Operations,Travel,14855,Pending
E9560,Finance,Meals,28871,Rejected
E8704,Sales,Internet,1611,Approved
E6443,IT,Meals,29300,Pending
E5497,Sales,Meals,17178,Rejected
E1463,Operations,Travel,17521,Pending
E4496,Sales,Meals,4596,Approved
E7084,Finance,Internet,13328,Rejected
E6589,Sales,Training,24795,Pending
E3208,Sales,Training,38557,Rejected
E4712,Operations,Travel,21963,Rejected
E2164,Operations,Training,40071,Rejected
E1622,Sales,Internet,38719,Pending
E3207,Operations,Meals,33510,Rejected
E7641,IT,Training,41772,Rejected
E5123,IT,Travel,47304,Rejected
E5952,Operations,Internet,25639,Rejected
E9354,Operations,Meals,19429,Pending
E7602,Sales,Meals,9241,Rejected
E7579,IT,Internet,47740,Rejected
E3110,Sales,Training,41695,Rejected
E4532,IT,Meals,21969,Pending
E8698,Operations,Training,24021,Approved
E3406,IT,Internet,44807,Approved
E9017,Operations,Training,16413,Rejected
E1157,IT,Internet,27760,Rejected
E6621,HR,Internet,31230,Pending
E2882,IT,Meals,33518,Approved
E8831,HR,Training,20184,Approved
E7162,Operations,Internet,39346,Rejected
E6563,Sales,Travel,2239,Approved
E1265,IT,Internet,1859,Rejected
E2993,Operations,Travel,48318,Pending
E9824,IT,Meals,19855,Pending
E7682,Operations,Travel,22656,Approved
E2631,IT,Internet,7346,Approved
E6604,Finance,Travel,13473,Pending
E3284,Operations,Internet,23810,Approved
E3482,HR,Training,8004,Pending
E1206,HR,Meals,25276,Rejected
E4701,HR,Meals,48088,Approved
E3948,HR,Meals,42945,Rejected
E9246,HR,Internet,39603,Rejected
E5251,HR,Training,34386,Rejected
E6482,Finance,Training,3613,Pending
E8268,HR,Training,36846,Pending
E7646,HR,Training,2844,Approved
E9895,Sales,Meals,13728,Approved
E5292,Operations,Meals,40638,Approved
E3384,HR,Internet,31695,Pending
E6199,Finance,Internet,11829,Pending
E3247,Sales,Training,27055,Rejected
E3843,IT,Travel,13842,Approved
E3915,HR,Meals,13144,Approved
E3840,HR,Internet,46108,Approved
E7081,Finance,Meals,44938,Rejected
E6172,Finance,Meals,46327,Approved
E2877,HR,Internet,27774,Pending
E2988,HR,Travel,30473,Rejected
E5791,Finance,Internet,11462,Rejected
E9367,Sales,Training,13195,Pending
E3745,Operations,Meals,16791,Rejected
E2903,IT,Internet,21837,Pending
E7863,Sales,Travel,2160,Rejected
E5845,HR,Meals,20487,Rejected
E1614,HR,Training,40054,Rejected
E6353,IT,Travel,45386,Rejected
E9957,HR,Meals,40172,Approved
E6288,IT,Meals,16420,Pending
E4598,Finance,Internet,2634,Pending
E6638,HR,Meals,21312,Approved
E8686,Finance,Meals,9017,Approved
E5620,Finance,Training,9526,Pending
E8160,Sales,Meals,16103,Rejected
E5499,Sales,Training,42699,Rejected
E2707,Finance,Meals,2160,Rejected
E9016,Operations,Travel,17965,Rejected
E7862,HR,Internet,31818,Rejected
E2831,HR,Training,38547,Rejected
E8408,Finance,Training,3499,Rejected
E1574,IT,Internet,20629,Rejected
E6934,HR,Internet,40887,Approved
E8537,IT,Internet,32229,Approved
E9228,Operations,Meals,39924,Rejected
E4353,Finance,Meals,8419,Rejected
E1482,Operations,Travel,21461,Rejected
E1384,Operations,Meals,38974,Approved
E3010,Finance,Training,5373,Pending
E4045,Operations,Travel,37258,Rejected
E2936,HR,Meals,18792,Approved
E2189,Finance,Internet,45036,Rejected
E6690,IT,Internet,19668,Rejected
E3429,Operations,Internet,32769,Pending
E4368,HR,Training,34882,Pending
E9616,Sales,Meals,49706,Pending
E6201,Operations,Internet,20779,Rejected
E9824,Operations,Internet,27819,Rejected
E9953,IT,Travel,16038,Pending
E5291,IT,Internet,34696,Approved
E7826,Finance,Travel,3709,Approved
E8590,Operations,Training,43856,Rejected
E8773,IT,Internet,36674,Pending
E2925,Finance,Meals,47099,Approved
E5424,HR,Meals,47126,Approved
E1265,Sales,Training,20160,Approved
E3100,IT,Meals,20569,Pending
E4224,Operations,Travel,28850,Pending
E6732,Sales,Travel,32658,Rejected
E7650,Finance,Meals,15000,Approved
E2959,Operations,Travel,3800,Pending
E8871,Operations,Internet,12958,Rejected
E6679,Sales,Training,5233,Rejected
E2341,Finance,Training,7696,Rejected
E5133,IT,Internet,13812,Pending
E6272,HR,Internet,40406,Approved
E3920,HR,Travel,26132,Approved
E6315,IT,Travel,7984,Approved
E5913,Operations,Training,3044,Rejected
E3512,IT,Travel,17885,Rejected
E1808,IT,Training,2574,Pending
E8457,Sales,Internet,19203,Approved
E9575,Operations,Training,5796,Rejected
E8609,Operations,Meals,41972,Approved
E4226,Operations,Meals,1625,Rejected
E5050,HR,Meals,48986,Rejected
E5422,Sales,Internet,23354,Pending
E9690,HR,Internet,30844,Approved
E5539,Finance,Training,10962,Pending
E7473,Sales,Training,36687,Approved
E1491,Operations,Internet,43769,Rejected
E8143,HR,Internet,33529,Pending
E3579,IT,Meals,24936,Approved
E4193,Finance,Internet,22530,Rejected
E2078,HR,Training,18775,Pending
E2957,Operations,Training,13726,Rejected
E1860,Sales,Internet,31446,Pending
E7812,Operations,Travel,34621,Pending
E7062,IT,Travel,10483,Pending
E6336,Sales,Meals,16556,Pending
E1215,HR,Internet,45231,Rejected
E1643,HR,Meals,10935,Approved
E8980,HR,Training,27668,Rejected
E1894,IT,Internet,32382,Approved
E6215,Finance,Travel,30800,Pending
E1955,Sales,Training,24855,Rejected
E9429,Finance,Internet,37323,Approved
E5285,HR,Training,46980,Pending
E7671,Finance,Training,43909,Approved
E4249,IT,Training,35441,Rejected
E6838,HR,Internet,4795,Approved
E2611,HR,Training,4890,Approved
E6783,Sales,Training,29826,Approved
E3202,IT,Training,38355,Rejected
E4707,Sales,Meals,20096,Pending
E1167,HR,Meals,24381,Pending
E9674,HR,Training,12218,Rejected
E5708,Operations,Meals,34628,Pending
E6307,IT,Travel,613,Approved
E1754,HR,Travel,2532,Rejected
E8820,HR,Meals,42642,Pending
E5704,Operations,Training,46843,Pending
E3573,Operations,Travel,7414,Approved
E6706,Operations,Training,27207,Rejected
E4449,HR,Travel,3507,Rejected
E2494,Sales,Travel,24367,Rejected
E4351,Finance,Internet,28507,Rejected
E2174,HR,Training,6301,Rejected
E2194,Operations,Meals,7681,Rejected
E9623,Sales,Training,20012,Pending
E9260,HR,Meals,16761,Rejected
E1027,Finance,Meals,11757,Rejected
E7648,Sales,Meals,4438,Pending
E3990,HR,Internet,39877,Pending
E1475,Sales,Travel,25232,Approved
E2931,IT,Travel,1093,Pending
E6623,HR,Internet,26901,Pending
E1676,Operations,Training,15852,Rejected
E8020,Operations,Internet,34932,Pending
E4539,IT,Travel,2235,Approved
E3163,Finance,Meals,40340,Approved
E9908,HR,Internet,7727,Approved
E1143,Sales,Meals,41145,Approved
E8307,Operations,Travel,13890,Pending
E1843,IT,Training,17007,Rejected
E5715,Operations,Travel,25998,Approved
E4626,IT,Training,14444,Approved
E2665,IT,Training,16675,Approved
E5866,Sales,Meals,36562,Approved
E9846,Finance,Training,49800,Approved
E6241,Sales,Training,1886,Approved
E3731,Sales,Training,21870,Pending
E9788,IT,Training,8881,Pending
E4322,IT,Travel,33775,Rejected
E9212,Finance,Internet,17397,Rejected
E8084,IT,Training,2781,Pending
E9609,Finance,Meals,25766,Approved
E3905,Finance,Internet,25594,Approved
E2482,HR,Internet,44235,Approved
E4819,Finance,Training,6656,Pending
E5349,Operations,Meals,14259,Pending
E9237,Sales,Internet,23611,Pending
E7501,Finance,Internet,20786,Approved
E1232,Finance,Internet,32720,Rejected
E7020,Finance,Travel,27785,Rejected
E2469,Operations,Internet,19572,Approved
E4224,HR,Travel,15978,Pending
E3961,Sales,Meals,8105,Approved
E3626,Operations,Travel,35869,Pending
E4368,Finance,Training,46210,Approved
E1157,Operations,Internet,3016,Pending
E6722,Sales,Training,1041,Pending
E5205,Finance,Training,35964,Pending
E3497,Sales,Training,9079,Rejected
E3024,Finance,Meals,21299,Rejected
E2527,Sales,Internet,34183,Rejected
E8016,Operations,Internet,35521,Pending
E8494,IT,Meals,42785,Approved
E3423,Operations,Internet,20132,Approved
E7283,HR,Travel,31766,Pending
E6060,Operations,Travel,14315,Pending
E1529,HR,Meals,32148,Rejected
E4336,Sales,Meals,34539,Pending
E1290,IT,Meals,3651,Rejected
E1288,IT,Internet,43507,Pending
E9285,Finance,Meals,7850,Approved
E5740,Sales,Travel,44816,Approved
E5038,HR,Training,42980,Pending
E1079,Finance,Internet,7642,Rejected
E6216,Sales,Travel,24386,Approved
E8498,IT,Training,11140,Pending
E7622,Sales,Meals,17265,Rejected
E5310,HR,Training,36246,Approved
E5532,Finance,Meals,2871,Rejected
E6691,IT,Internet,21655,Approved
E4869,HR,Meals,1542,Rejected
E8524,IT,Meals,18445,Rejected
E2643,HR,Meals,41596,Approved
E6039,HR,Training,38852,Pending
E2960,Operations,Training,13860,Pending
E3785,Sales,Meals,15160,Approved
E5457,Sales,Internet,5509,Pending
E8312,IT,Internet,19743,Pending
E8934,IT,Travel,39386,Rejected
E4289,Sales,Internet,14934,Pending
E9936,Operations,Training,14536,Pending
E1047,HR,Training,39744,Approved
E7008,Operations,Internet,6882,Pending
E1113,Sales,Internet,19266,Rejected
E2300,Finance,Training,41928,Pending
E5910,Finance,Training,6668,Pending
E7207,Sales,Internet,7028,Pending
E8055,Sales,Training,28067,Rejected
E7875,Operations,Travel,16610,Approved
E4682,Sales,Meals,11811,Pending
E4378,IT,Meals,44315,Rejected
E8250,Operations,Meals,7082,Pending
E1277,Operations,Internet,16222,Approved
E3005,Finance,Internet,48208,Approved
E1678,Operations,Meals,17254,Rejected
E3775,Finance,Training,31044,Approved
E9716,HR,Training,48970,Pending
E9016,Sales,Internet,23495,Rejected
E4409,Operations,Travel,41312,Approved
E7661,IT,Travel,23985,Pending
E9754,Finance,Internet,20388,Rejected
E8007,HR,Travel,12780,Pending
E8732,HR,Meals,32385,Rejected
E1290,Operations,Meals,7581,Approved
E2476,Finance,Travel,19113,Rejected
E2045,Finance,Travel,7327,Pending
E9771,Operations,Travel,19854,Pending
E5528,Operations,Training,41443,Approved
E3110,Operations,Internet,7070,Rejected
E3514,Finance,Internet,7012,Approved
E8329,Sales,Training,19901,Rejected
E3143,Operations,Travel,29726,Rejected
E2445,IT,Meals,28384,Pending
E4613,HR,Internet,48063,Rejected
E9103,IT,Meals,48593,Pending
E4822,Sales,Internet,20955,Rejected
E6124,Sales,Meals,22733,Approved
E6522,Sales,Internet,3707,Pending
E6106,IT,Training,33897,Pending
E5438,HR,Training,11552,Rejected
E2357,Operations,Travel,3512,Approved
E8866,Finance,Training,17044,Rejected
E7766,HR,Internet,24299,Pending
E3856,IT,Training,24747,Approved
E4457,Sales,Meals,32338,Rejected
E3785,IT,Meals,6488,Rejected
E5934,IT,Meals,40966,Approved
E4951,Operations,Training,19237,Pending
E8699,Sales,Internet,28603,Approved
E8995,Sales,Travel,8618,Approved
E6969,Operations,Travel,12040,Pending
E6382,HR,Internet,44707,Rejected
E2200,HR,Travel,30745,Pending
E2796,HR,Travel,49030,Pending
E1746,Sales,Training,26204,Rejected
E6537,Sales,Travel,4124,Rejected
E4570,Operations,Meals,17832,Rejected
E7583,Sales,Training,20681,Approved
E2309,HR,Meals,37049,Approved
E4649,Sales,Internet,36628,Rejected
E3415,Sales,Training,3091,Rejected
E6648,Finance,Meals,47032,Rejected
E5315,HR,Internet,37855,Rejected
E6449,Operations,Travel,5205,Approved
E9552,Sales,Training,33202,Approved
E4413,Sales,Internet,19946,Rejected
E8053,Finance,Travel,12671,Rejected
E4944,Sales,Internet,15160,Rejected
E2382,Sales,Internet,45044,Approved
E1603,HR,Internet,34116,Pending
E6328,Operations,Meals,25491,Pending
E3321,HR,Internet,14168,Approved
E7122,Finance,Internet,28039,Approved
E2218,IT,Internet,27602,Pending
E8837,HR,Meals,23371,Approved
E9055,Operations,Training,48563,Approved
E2474,Finance,Travel,18273,Approved
E3505,HR,Meals,29150,Rejected
E9695,HR,Training,21520,Approved
E6347,Finance,Travel,1690,Approved
E7238,Sales,Training,9000,Pending
E1556,Operations,Travel,35090,Pending
E9210,HR,Meals,10231,Pending
E2096,Finance,Meals,9197,Rejected
E9672,HR,Training,2492,Rejected
E6956,HR,Travel,13256,Pending
E4988,Sales,Internet,31776,Pending
E9306,Sales,Meals,1956,Rejected
E2961,Finance,Training,30444,Rejected
E7627,IT,Training,10340,Approved
E8072,Operations,Meals,48366,Rejected
E1050,Operations,Meals,31580,Pending
E3562,IT,Meals,11177,Pending
E9481,HR,Travel,37295,Rejected
E3462,IT,Travel,21932,Approved
E4644,IT,Meals,11967,Pending
E6572,IT,Internet,42873,Approved
E2936,Sales,Internet,46798,Pending
E3897,HR,Meals,14257,Rejected
E2422,Sales,Internet,14214,Approved
E8517,Finance,Training,16387,Rejected
E4394,Operations,Training,39961,Rejected
E2885,IT,Travel,4311,Approved
E9378,Sales,Meals,15741,Rejected
E8549,IT,Training,45282,Rejected
E3419,IT,Meals,44370,Pending
E4953,HR,Travel,19511,Rejected
E3810,Finance,Travel,30767,Pending
E2719,Finance,Internet,39969,Pending
E3715,Sales,Internet,48121,Approved
E2911,Operations,Meals,6315,Pending
E8030,Operations,Training,39279,Rejected
E1385,Sales,Meals,2332,Rejected
E4105,IT,Internet,44036,Approved
E3897,HR,Internet,22838,Pending
E6192,Operations,Training,15808,Approved
E4411,HR,Travel,21451,Approved
E9520,Operations,Training,13965,Rejected
E9892,Sales,Meals,10357,Pending
E7449,Finance,Training,38315,Pending
E8727,IT,Training,46980,Approved
E1365,Operations,Travel,18201,Approved
E9086,Operations,Internet,33052,Rejected
E9550,Operations,Travel,20510,Rejected
E2442,HR,Meals,14158,Pending
E1211,Operations,Internet,23403,Pending
E1183,Finance,Training,43613,Approved
E7188,Finance,Meals,8190,Rejected
E1458,Operations,Training,3082,Approved
E6237,Sales,Travel,34195,Rejected
E9503,IT,Training,46459,Approved
E5321,Sales,Meals,28632,Approved
E4984,Finance,Meals,1952,Pending
E3952,IT,Meals,9369,Pending
E7889,HR,Meals,20183,Rejected
E3831,Finance,Internet,27018,Pending
E2547,HR,Training,42287,Pending
E3565,Finance,Travel,46278,Pending
E9618,HR,Travel,32040,Approved
E6019,Sales,Travel,24251,Pending
E1199,Sales,Travel,6875,Rejected
E6055,IT,Internet,28465,Rejected
E8314,Operations,Training,28635,Rejected
E7830,IT,Meals,43492,Rejected
E5147,HR,Meals,11572,Pending
E7152,HR,Travel,14561,Rejected
E7406,Operations,Travel,3304,Rejected
E4011,Operations,Meals,29049,Approved
E7827,Sales,Internet,34563,Pending
E3127,HR,Internet,9615,Approved
E4158,Sales,Travel,2901,Pending
E8606,Operations,Meals,6492,Pending
E6383,IT,Internet,20809,Rejected
E9979,Finance,Travel,44352,Rejected
E7355,Operations,Meals,2365,Pending
E7369,IT,Internet,48076,Rejected
E8942,Operations,Internet,44201,Rejected
E7479,IT,Travel,2045,Pending
E3068,Finance,Internet,38774,Pending
E4675,IT,Training,11688,Pending
E5949,IT,Training,14609,Pending
E6075,Sales,Meals,12567,Rejected
E1580,Sales,Travel,14889,Rejected
E4419,Finance,Meals,45130,Approved
E1000,HR,Internet,28009,Rejected
E9352,Finance,Meals,13220,Rejected
E5076,Finance,Internet,22119,Pending
E5738,HR,Training,9941,Rejected
E1819,Operations,Meals,42325,Approved
E4382,Sales,Internet,19705,Pending
E2954,HR,Meals,15025,Pending
E8686,Sales,Training,765,Pending
E9596,Operations,Internet,13186,Rejected
E6517,Operations,Internet,45346,Approved
E3050,Finance,Training,14278,Rejected
E8934,IT,Travel,41284,Pending
E5202,HR,Internet,30076,Approved
E7732,Operations,Training,12583,Pending
E7918,IT,Internet,33331,Rejected
E2775,HR,Training,13782,Pending
E5229,Sales,Internet,46892,Pending
E7835,Finance,Internet,27706,Rejected
E3420,IT,Training,3643,Pending
E9866,Finance,Travel,5032,Approved
E9840,Sales,Internet,19904,Approved
E6949,Finance,Internet,13126,Rejected
E4733,HR,Travel,24701,Pending
E7053,Operations,Meals,17402,Pending
E1623,HR,Training,44827,Rejected
E9901,Sales,Travel,33085,Rejected
E9302,Operations,Travel,42227,Pending
E4970,Operations,Meals,25829,Approved
E8246,IT,Meals,8475,Approved
E9606,Sales,Travel,18235,Pending
E8902,Operations,Meals,43772,Rejected
E6038,Finance,Travel,12815,Rejected
E8039,Operations,Training,9848,Pending
E2174,Sales,Travel,26576,Approved
E8885,HR,Travel,14341,Pending
E8963,Sales,Travel,32129,Rejected
E3502,IT,Internet,28342,Pending
E4713,Sales,Training,12420,Approved
E5558,Operations,Internet,26204,Pending
E7579,Operations,Meals,38094,Rejected
E4305,Finance,Meals,12715,Approved
E5720,Finance,Meals,27409,Rejected
E5016,HR,Training,37798,Pending
E1868,HR,Travel,44063,Pending
E9078,Sales,Travel,5059,Pending
E9326,IT,Training,2399,Pending
E9420,Operations,Internet,47529,Approved
E9297,HR,Training,9093,Pending
E5536,Operations,Training,45132,Pending
E7991,HR,Internet,47814,Approved
E7047,HR,Meals,37688,Approved
E3345,Sales,Training,6586,Pending
E1239,Finance,Internet,41868,Pending
E4157,Operations,Training,45934,Approved
E6199,HR,Internet,18630,Approved
E3206,HR,Training,34195,Approved
E4897,Sales,Internet,13165,Rejected
E9868,IT,Training,26102,Pending
E2980,Sales,Travel,49212,Pending
E2563,Sales,Travel,28716,Rejected
E9434,HR,Travel,11774,Approved
E1867,IT,Internet,30512,Pending
E4216,Sales,Internet,40656,Pending
E2616,Operations,Internet,29719,Approved
E9503,IT,Internet,39499,Pending
E8278,IT,Training,13126,Rejected
E7441,Operations,Meals,13054,Rejected
E6276,Finance,Internet,38022,Rejected
E5350,Finance,Internet,43338,Approved
E3273,Finance,Meals,25589,Pending
E6317,Sales,Internet,25775,Rejected
E7558,HR,Training,4894,Rejected
E5077,IT,Meals,4534,Pending
E1184,HR,Meals,31893,Rejected
E6524,IT,Travel,36017,Pending
E4056,Sales,Training,45894,Rejected
E9922,HR,Training,7545,Pending
E3295,Sales,Training,16675,Pending
E6571,HR,Internet,27553,Pending
E9648,Finance,Training,17685,Pending
E6071,Sales,Training,48278,Pending
E7037,HR,Meals,37232,Approved
E7639,Sales,Training,37716,Approved
E7273,Finance,Internet,797,Rejected
E3420,Finance,Meals,26954,Approved
E9066,IT,Travel,10280,Rejected
E6278,Finance,Internet,44398,Approved
E6417,Finance,Travel,44242,Approved
E3954,Operations,Internet,10618,Pending
E5116,Finance,Meals,3710,Approved
E4073,Sales,Travel,4485,Rejected
E9445,IT,Training,24896,Approved
E8240,HR,Internet,24306,Approved
E9196,IT,Training,24571,Pending
E7778,Finance,Travel,40870,Approved
E9431,Sales,Training,9781,Rejected
E7512,Finance,Meals,22815,Rejected
E4188,IT,Travel,760,Rejected
E9691,HR,Internet,3063,Rejected
E6505,Operations,Travel,38675,Pending
E2965,Sales,Training,39118,Approved
E5779,IT,Meals,4802,Pending
E2421,HR,Internet,30531,Pending
E4302,Finance,Training,15943,Rejected
E2560,HR,Meals,2794,Rejected
E6346,IT,Training,17674,Rejected
E3483,Operations,Internet,20135,Approved
E3245,Finance,Meals,45516,Approved
E4474,HR,Training,41793,Rejected
E7779,Operations,Travel,41872,Rejected
E2174,Operations,Travel,40989,Rejected
E2030,Operations,Internet,14747,Approved
E9482,Operations,Travel,524,Rejected
E2268,Operations,Travel,11369,Rejected
E3487,IT,Training,26038,Approved
E2736,Operations,Meals,45641,Rejected
E3135,Sales,Travel,2378,Pending
E6266,Sales,Training,13494,Approved
E2993,IT,Internet,38452,Rejected
E5995,HR,Meals,42058,Approved
E6938,Operations,Internet,9190,Rejected
E6745,HR,Internet,35865,Pending
E8225,Finance,Internet,17164,Approved
E8619,Operations,Travel,12288,Rejected
E5510,IT,Travel,37519,Pending
E7702,Sales,Travel,3519,Approved
E1245,HR,Travel,31680,Approved
E2197,HR,Travel,48791,Rejected
E9046,Finance,Travel,8800,Approved
E3955,Sales,Internet,3434,Rejected
E5601,Finance,Training,4011,Approved
E9510,Finance,Travel,14615,Approved
E6234,Sales,Training,16581,Pending
E5737,HR,Meals,1264,Rejected
E4322,HR,Meals,45503,Pending
E6574,Finance,Internet,32324,Rejected
E4633,Sales,Travel,45195,Rejected
E4978,HR,Travel,8976,Approved
E9288,IT,Travel,41502,Rejected
E8795,HR,Travel,18269,Rejected
E2571,Finance,Training,38280,Pending
E8702,Operations,Meals,7520,Pending
E3814,IT,Travel,41052,Approved
E5755,Sales,Training,40954,Pending
E1524,HR,Internet,18049,Rejected
E2931,Finance,Meals,14170,Pending
E1065,Sales,Internet,3764,Rejected
E8283,Operations,Travel,41605,Pending
E7006,IT,Meals,34980,Pending
E4764,Operations,Training,18741,Pending
E4774,HR,Meals,21387,Rejected
E7653,IT,Internet,41711,Approved
E2568,IT,Meals,16923,Rejected
E4091,HR,Training,13080,Approved
E3419,Operations,Training,22144,Approved
E5097,Sales,Meals,43351,Pending
E7076,HR,Meals,43871,Rejected
E8364,Sales,Internet,26418,Rejected
E7392,HR,Training,1210,Approved
E3290,Finance,Training,19797,Pending
E9367,Finance,Training,37980,Approved
E2772,Operations,Internet,11036,Approved
E4929,IT,Travel,37215,Rejected
E2558,HR,Internet,40943,Approved
E3763,Sales,Meals,11529,Approved
E6095,Finance,Travel,23462,Rejected
E5408,Finance,Meals,13554,Rejected
E7275,Operations,Travel,14076,Rejected
E5994,Operations,Training,24770,Pending
E4574,Operations,Meals,13096,Pending
E3343,Finance,Travel,47096,Rejected
E1901,IT,Training,49705,Pending
E8129,IT,Travel,5577,Approved
E3672,Operations,Meals,3542,Rejected
E5991,Sales,Travel,23112,Pending
E5631,IT,Training,4021,Approved
E3508,Sales,Internet,26650,Pending
E6084,Sales,Travel,10944,Approved
E5978,Finance,Meals,23712,Approved
E4010,IT,Internet,7385,Pending
E4073,Operations,Internet,24519,Approved
E6765,Sales,Training,6900,Pending
E5156,Finance,Travel,9117,Approved
E7103,HR,Internet,18738,Pending
E3783,Sales,Travel,2479,Pending
E5899,Sales,Training,41354,Approved
E4509,HR,Internet,13328,Pending
